datasetid,siteid,sitename,collectionunitid,collectionunit,handle,datasettype,sampleid,samplename,depth,altitude,geography,waterdepth_site,pH,pH_units,water_table_depth,water_table_depth_units
46394,26559,Moidach More,33116,MOMO101,M_MOMO101,testate amoebae surface sample,412656,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46395,26559,Moidach More,33117,MOMO102,M_MOMO102,testate amoebae surface sample,412657,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,6.0,cm
46397,26559,Moidach More,33119,MOMO104,M_MOMO104,testate amoebae surface sample,412659,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,7.0,cm
46396,26559,Moidach More,33118,MOMO103,M_MOMO103,testate amoebae surface sample,412658,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,6.0,cm
46398,26559,Moidach More,33120,MOMO105,M_MOMO105,testate amoebae surface sample,412660,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,6.0,cm
46399,26559,Moidach More,33121,MOMO106,M_MOMO106,testate amoebae surface sample,412661,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,9.0,cm
46400,26559,Moidach More,33122,MOMO107,M_MOMO107,testate amoebae surface sample,412662,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,8.0,cm
46403,26559,Moidach More,33125,MOMO110,M_MOMO110,testate amoebae surface sample,412665,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46401,26559,Moidach More,33123,MOMO108,M_MOMO108,testate amoebae surface sample,412663,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,9.0,cm
46405,26559,Moidach More,33127,MOMO112,M_MOMO112,testate amoebae surface sample,412667,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46406,26559,Moidach More,33128,MOMO113,M_MOMO113,testate amoebae surface sample,412668,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,5.0,cm
46402,26559,Moidach More,33124,MOMO109,M_MOMO109,testate amoebae surface sample,412664,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,8.0,cm
46404,26559,Moidach More,33126,MOMO111,M_MOMO111,testate amoebae surface sample,412666,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,6.0,cm
46407,26559,Moidach More,33129,MOMO114,M_MOMO114,testate amoebae surface sample,412669,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,9.0,cm
46408,26559,Moidach More,33130,MOMO115,M_MOMO115,testate amoebae surface sample,412670,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,6.0,cm
46409,26559,Moidach More,33131,MOMO116,M_MOMO116,testate amoebae surface sample,412671,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,3.0,cm
46410,26559,Moidach More,33132,MOMO117,M_MOMO117,testate amoebae surface sample,412672,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46413,26559,Moidach More,33135,MOMO120,M_MOMO120,testate amoebae surface sample,412675,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,6.0,cm
46411,26559,Moidach More,33133,MOMO118,M_MOMO118,testate amoebae surface sample,412673,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46416,26559,Moidach More,33138,MOMO123,M_MOMO123,testate amoebae surface sample,412678,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.1,Unit,8.0,cm
46412,26559,Moidach More,33134,MOMO119,M_MOMO119,testate amoebae surface sample,412674,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46414,26559,Moidach More,33136,MOMO121,M_MOMO121,testate amoebae surface sample,412676,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.2,Unit,7.0,cm
46417,26559,Moidach More,33139,MOMO124,M_MOMO124,testate amoebae surface sample,412679,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46415,26559,Moidach More,33137,MOMO122,M_MOMO122,testate amoebae surface sample,412677,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,8.0,cm
46418,26559,Moidach More,33140,MOMO125,M_MOMO125,testate amoebae surface sample,412680,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,6.0,cm
46419,26559,Moidach More,33141,MOMO126,M_MOMO126,testate amoebae surface sample,412681,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.6,Unit,12.0,cm
46425,26559,Moidach More,33147,MOMO132,M_MOMO132,testate amoebae surface sample,412687,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,6.0,cm
46424,26559,Moidach More,33146,MOMO131,M_MOMO131,testate amoebae surface sample,412686,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,5.0,cm
46421,26559,Moidach More,33143,MOMO128,M_MOMO128,testate amoebae surface sample,412683,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,7.0,cm
46420,26559,Moidach More,33142,MOMO127,M_MOMO127,testate amoebae surface sample,412682,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,12.0,cm
46422,26559,Moidach More,33144,MOMO129,M_MOMO129,testate amoebae surface sample,412684,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,5.0,cm
46423,26559,Moidach More,33145,MOMO130,M_MOMO130,testate amoebae surface sample,412685,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,5.0,cm
46426,26559,Moidach More,33148,MOMO133,M_MOMO133,testate amoebae surface sample,412688,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46431,26559,Moidach More,33153,MOMO138,M_MOMO138,testate amoebae surface sample,412693,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,7.0,cm
46430,26559,Moidach More,33152,MOMO137,M_MOMO137,testate amoebae surface sample,412692,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46428,26559,Moidach More,33150,MOMO135,M_MOMO135,testate amoebae surface sample,412690,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,5.0,cm
46432,26559,Moidach More,33154,MOMO139,M_MOMO139,testate amoebae surface sample,412694,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,5.0,cm
46429,26559,Moidach More,33151,MOMO136,M_MOMO136,testate amoebae surface sample,412691,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,7.0,cm
46427,26559,Moidach More,33149,MOMO134,M_MOMO134,testate amoebae surface sample,412689,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,6.0,cm
46435,26559,Moidach More,33157,MOMO142,M_MOMO142,testate amoebae surface sample,412697,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,5.0,Unit,7.0,cm
46434,26559,Moidach More,33156,MOMO141,M_MOMO141,testate amoebae surface sample,412696,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,6.0,cm
46433,26559,Moidach More,33155,MOMO140,M_MOMO140,testate amoebae surface sample,412695,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,8.0,cm
46436,26559,Moidach More,33158,MOMO143,M_MOMO143,testate amoebae surface sample,412698,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,11.0,cm
46439,26559,Moidach More,33161,MOMO146,M_MOMO146,testate amoebae surface sample,412701,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,6.0,cm
46438,26559,Moidach More,33160,MOMO145,M_MOMO145,testate amoebae surface sample,412700,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,8.0,cm
46441,26559,Moidach More,33163,MOMO148,M_MOMO148,testate amoebae surface sample,412703,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,10.0,cm
46442,26559,Moidach More,33164,MOMO149,M_MOMO149,testate amoebae surface sample,412704,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,10.0,cm
46440,26559,Moidach More,33162,MOMO147,M_MOMO147,testate amoebae surface sample,412702,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.8,Unit,10.0,cm
46437,26559,Moidach More,33159,MOMO144,M_MOMO144,testate amoebae surface sample,412699,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.7,Unit,10.0,cm
46443,26559,Moidach More,33165,MOMO150,M_MOMO150,testate amoebae surface sample,412705,,,240,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[-3.6346,57.4487]}",,4.9,Unit,10.0,cm
47012,26904,Inn Fen,33600,I_F77,I_F77,testate amoebae surface sample,431728,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.8,units,1.0,cm
47016,26904,Inn Fen,33604,I_F81,I_F81,testate amoebae surface sample,431732,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,7.1,units,9.0,cm
47015,26904,Inn Fen,33603,I_F80,I_F80,testate amoebae surface sample,431731,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.9,units,8.0,cm
47014,26904,Inn Fen,33602,I_F79,I_F79,testate amoebae surface sample,431730,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.8,units,2.0,cm
47013,26904,Inn Fen,33601,I_F78,I_F78,testate amoebae surface sample,431729,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,5.8,units,6.0,cm
47017,26904,Inn Fen,33605,I_F82,I_F82,testate amoebae surface sample,431733,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,,,17.5,cm
47019,26904,Inn Fen,33607,I_F84,I_F84,testate amoebae surface sample,431735,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.7,units,2.0,cm
47021,26904,Inn Fen,33609,I_F86,I_F86,testate amoebae surface sample,431737,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.4,units,9.0,cm
47018,26904,Inn Fen,33606,I_F83,I_F83,testate amoebae surface sample,431734,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,,,12.0,cm
47020,26904,Inn Fen,33608,I_F85,I_F85,testate amoebae surface sample,431736,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.4,units,1.0,cm
47023,26904,Inn Fen,33611,I_F88,I_F88,testate amoebae surface sample,431739,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.2,units,-4.0,cm
47022,26904,Inn Fen,33610,I_F87,I_F87,testate amoebae surface sample,431738,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.1,units,10.0,cm
47031,26906,Lej Nair,33616,L_N69,L_N69,testate amoebae surface sample,431878,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,4.0,units,17.0,cm
47029,26906,Lej Nair,33614,L_N67,L_N67,testate amoebae surface sample,431876,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,5.9,units,0.5,cm
47030,26906,Lej Nair,33615,L_N68,L_N68,testate amoebae surface sample,431877,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.3,units,4.0,cm
47024,26904,Inn Fen,33612,I_F89,I_F89,testate amoebae surface sample,431740,,,1803,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.7027,46.4078]}",,6.6,units,-4.0,cm
47036,26906,Lej Nair,33621,L_N74,L_N74,testate amoebae surface sample,431883,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.8,units,4.0,cm
47035,26906,Lej Nair,33620,L_N73,L_N73,testate amoebae surface sample,431882,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.4,units,5.0,cm
47034,26906,Lej Nair,33619,L_N72,L_N72,testate amoebae surface sample,431881,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.1,units,2.0,cm
47033,26906,Lej Nair,33618,L_N71,L_N71,testate amoebae surface sample,431880,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.0,units,5.0,cm
47032,26906,Lej Nair,33617,L_N70,L_N70,testate amoebae surface sample,431879,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,4.3,units,27.5,cm
47037,26906,Lej Nair,33622,L_N75,L_N75,testate amoebae surface sample,431884,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,5.6,units,9.5,cm
47042,26907,Lej Marsch,33627,L_M56,L_M56,testate amoebae surface sample,431889,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,,,70.0,cm
47039,26907,Lej Marsch,33624,L_M53,L_M53,testate amoebae surface sample,431886,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,3.9,units,70.0,cm
47038,26906,Lej Nair,33623,L_N76,L_N76,testate amoebae surface sample,431885,,,1870,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8201,46.4703]}",,6.3,units,6.0,cm
47041,26907,Lej Marsch,33626,L_M55,L_M55,testate amoebae surface sample,431888,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,,,70.0,cm
47043,26907,Lej Marsch,33628,L_M57,L_M57,testate amoebae surface sample,431890,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.0,units,30.5,cm
47040,26907,Lej Marsch,33625,L_M54,L_M54,testate amoebae surface sample,431887,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,3.9,units,70.0,cm
47046,26907,Lej Marsch,33631,L_M60,L_M60,testate amoebae surface sample,431893,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.0,units,11.0,cm
47044,26907,Lej Marsch,33629,L_M58,L_M58,testate amoebae surface sample,431891,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.1,units,30.0,cm
47049,26907,Lej Marsch,33634,L_M63,L_M63,testate amoebae surface sample,431896,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.5,units,5.0,cm
47047,26907,Lej Marsch,33632,L_M61,L_M61,testate amoebae surface sample,431894,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,3.7,units,7.5,cm
47045,26907,Lej Marsch,33630,L_M59,L_M59,testate amoebae surface sample,431892,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.2,units,13.5,cm
47050,26907,Lej Marsch,33635,L_M64,L_M64,testate amoebae surface sample,431897,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.6,units,9.0,cm
47048,26907,Lej Marsch,33633,L_M62,L_M62,testate amoebae surface sample,431895,,,1812,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8197,46.4753]}",,4.1,units,11.5,cm
47051,26908,Lej de Staz,33636,L_DS42,L_DS42,testate amoebae surface sample,431898,,,1811,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8694,46.4972]}",,,,37.0,cm
47052,26908,Lej de Staz,33637,L_DS43,L_DS43,testate amoebae surface sample,431899,,,1811,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}},""coordinates"":[9.8694,46.4972]}",,4.5,units,76.0,cm
